
Generating: '/home/rossi/Desktop/GitHub/projeto_grc/gr-mack_sdr_rossi/examples/top_block.py'

Executing: /usr/bin/python2 -u /home/rossi/Desktop/GitHub/projeto_grc/gr-mack_sdr_rossi/examples/top_block.py

i = 838, real = 117, imag = 229
i = 839, real = 133, imag = 229
i = 840, real = 125, imag = 189
i = 841, real = 141, imag = 189
i = 842, real = 125, imag = 205
i = 843, real = 141, imag = 205
i = 844, real = 133, imag = 221
i = 845, real = 149, imag = 221
i = 846, real = 133, imag = 237
i = 847, real = 149, imag = 237
i = 848, real = 145, imag = 197
i = 849, real = 161, imag = 197
i = 850, real = 145, imag = 213
i = 851, real = 161, imag = 213
i = 852, real = 153, imag = 229
i = 853, real = 169, imag = 229
i = 854, real = 153, imag = 245
i = 855, real = 169, imag = 245
i = 856, real = 161, imag = 205
i = 857, real = 177, imag = 205
i = 858, real = 161, imag = 221
i = 859, real = 177, imag = 221
i = 860, real = 169, imag = 237
i = 861, real = 185, imag = 237
i = 862, real = 169, imag = 253
i = 863, real = 185, imag = 253
i = 864, real = 117, imag = 217
i = 865, real = 133, imag = 217
i = 866, real = 117, imag = 233
i = 867, real = 133, imag = 233
i = 868, real = 125, imag = 249
i = 869, real = 141, imag = 249
i = 870, real = 125, imag = 265
i = 871, real = 141, imag = 265
i = 872, real = 133, imag = 225
i = 873, real = 149, imag = 225
i = 874, real = 133, imag = 241
i = 875, real = 149, imag = 241
i = 876, real = 141, imag = 257
i = 877, real = 157, imag = 257
i = 878, real = 141, imag = 273
i = 879, real = 157, imag = 273
i = 880, real = 153, imag = 233
i = 881, real = 169, imag = 233
i = 882, real = 153, imag = 249
i = 883, real = 169, imag = 249
i = 884, real = 161, imag = 265
i = 885, real = 177, imag = 265
i = 886, real = 161, imag = 281
i = 887, real = 177, imag = 281
i = 888, real = 169, imag = 241
i = 889, real = 185, imag = 241
i = 890, real = 169, imag = 257
i = 891, real = 185, imag = 257
i = 892, real = 177, imag = 273
i = 893, real = 193, imag = 273
i = 894, real = 177, imag = 289
i = 895, real = 193, imag = 289
i = 896, real = 127, imag = 127
i = 897, real = 143, imag = 127
i = 898, real = 127, imag = 143
i = 899, real = 143, imag = 143
i = 900, real = 135, imag = 159
i = 901, real = 151, imag = 159
i = 902, real = 135, imag = 175
i = 903, real = 151, imag = 175
i = 904, real = 143, imag = 135
i = 905, real = 159, imag = 135
i = 906, real = 143, imag = 151
i = 907, real = 159, imag = 151
i = 908, real = 151, imag = 167
i = 909, real = 167, imag = 167
i = 910, real = 151, imag = 183
i = 911, real = 167, imag = 183
i = 912, real = 163, imag = 143
i = 913, real = 179, imag = 143
i = 914, real = 163, imag = 159
i = 915, real = 179, imag = 159
i = 916, real = 171, imag = 175
i = 917, real = 187, imag = 175
i = 918, real = 171, imag = 191
i = 919, real = 187, imag = 191
i = 920, real = 179, imag = 151
i = 921, real = 195, imag = 151
i = 922, real = 179, imag = 167
i = 923, real = 195, imag = 167
i = 924, real = 187, imag = 183
i = 925, real = 203, imag = 183
i = 926, real = 187, imag = 199
i = 927, real = 203, imag = 199
i = 928, real = 135, imag = 163
i = 929, real = 151, imag = 163
i = 930, real = 135, imag = 179
i = 931, real = 151, imag = 179
i = 932, real = 143, imag = 195
i = 933, real = 159, imag = 195
i = 934, real = 143, imag = 211
i = 935, real = 159, imag = 211
i = 936, real = 151, imag = 171
i = 937, real = 167, imag = 171
i = 938, real = 151, imag = 187
i = 939, real = 167, imag = 187
i = 940, real = 159, imag = 203
i = 941, real = 175, imag = 203
i = 942, real = 159, imag = 219
i = 943, real = 175, imag = 219
i = 944, real = 171, imag = 179
i = 945, real = 187, imag = 179
i = 946, real = 171, imag = 195
i = 947, real = 187, imag = 195
i = 948, real = 179, imag = 211
i = 949, real = 195, imag = 211
i = 950, real = 179, imag = 227
i = 951, real = 195, imag = 227
i = 952, real = 187, imag = 187
i = 953, real = 203, imag = 187
i = 954, real = 187, imag = 203
i = 955, real = 203, imag = 203
i = 956, real = 195, imag = 219
i = 957, real = 211, imag = 219
i = 958, real = 195, imag = 235
i = 959, real = 211, imag = 235
i = 960, real = 145, imag = 199
i = 961, real = 161, imag = 199
i = 962, real = 145, imag = 215
i = 963, real = 161, imag = 215
i = 964, real = 153, imag = 231
i = 965, real = 169, imag = 231
i = 966, real = 153, imag = 247
i = 967, real = 169, imag = 247
i = 968, real = 161, imag = 207
i = 969, real = 177, imag = 207
i = 970, real = 161, imag = 223
i = 971, real = 177, imag = 223
i = 972, real = 169, imag = 239
i = 973, real = 185, imag = 239
i = 974, real = 169, imag = 255
i = 975, real = 185, imag = 255
i = 976, real = 181, imag = 215
i = 977, real = 197, imag = 215
i = 978, real = 181, imag = 231
i = 979, real = 197, imag = 231
i = 980, real = 189, imag = 247
i = 981, real = 205, imag = 247
i = 982, real = 189, imag = 263
i = 983, real = 205, imag = 263
i = 984, real = 197, imag = 223
i = 985, real = 213, imag = 223
i = 986, real = 197, imag = 239
i = 987, real = 213, imag = 239
i = 988, real = 205, imag = 255
i = 989, real = 221, imag = 255
i = 990, real = 205, imag = 271
i = 991, real = 221, imag = 271
i = 992, real = 153, imag = 235
i = 993, real = 169, imag = 235
i = 994, real = 153, imag = 251
i = 995, real = 169, imag = 251
i = 996, real = 161, imag = 267
i = 997, real = 177, imag = 267
i = 998, real = 161, imag = 283
i = 999, real = 177, imag = 283
i = 1000, real = 169, imag = 243
i = 1001, real = 185, imag = 243
i = 1002, real = 169, imag = 259
i = 1003, real = 185, imag = 259
i = 1004, real = 177, imag = 275
i = 1005, real = 193, imag = 275
i = 1006, real = 177, imag = 291
i = 1007, real = 193, imag = 291
i = 1008, real = 189, imag = 251
i = 1009, real = 205, imag = 251
i = 1010, real = 189, imag = 267
i = 1011, real = 205, imag = 267
i = 1012, real = 197, imag = 283
i = 1013, real = 213, imag = 283
i = 1014, real = 197, imag = 299
i = 1015, real = 213, imag = 299
i = 1016, real = 205, imag = 259
i = 1017, real = 221, imag = 259
i = 1018, real = 205, imag = 275
i = 1019, real = 221, imag = 275
i = 1020, real = 213, imag = 291
i = 1021, real = 229, imag = 291
i = 1022, real = 213, imag = 307
i = 1023, real = 229, imag = 307

>>> Done (return code -11)
